Amp, Phaseshift, Time, Vd, Vr, VL, VC
0.405435,372.09,5.37405e-005,-0.376,0.803551,-0.158906,-0.776128
0.405435,372.09,5.38931e-005,-0.562144,0.799051,-0.589567,-0.530769
0.405435,372.09,5.40458e-005,-0.74607,0.791308,-1.01435,-0.286784
0.405435,372.09,5.41985e-005,-0.927051,0.780379,-1.43157,-0.0451638
0.405435,372.09,5.43511e-005,-1.10437,0.766337,-1.83959,0.19312
0.405435,372.09,5.45038e-005,-1.27734,0.749262,-2.23679,0.427116
0.405435,372.09,5.46565e-005,-1.44526,0.72925,-2.62164,0.655898
0.405435,372.09,5.48092e-005,-1.60748,0.706405,-2.99263,0.87857
0.405435,372.09,5.49618e-005,-1.76336,0.680845,-3.34833,1.09427
0.405435,372.09,5.51145e-005,-1.91227,0.652697,-3.68738,1.30216
0.405435,372.09,5.52672e-005,-2.05364,0.622098,-4.0085,1.50145
0.405435,372.09,5.54198e-005,-2.18691,0.589194,-4.31046,1.69141
0.405435,372.09,5.55725e-005,-2.31154,0.554139,-4.59214,1.87131
0.405435,372.09,5.57252e-005,-2.42705,0.517097,-4.85251,2.04052
0.405435,372.09,5.58779e-005,-2.53298,0.478238,-5.0906,2.19841
0.405435,372.09,5.60305e-005,-2.62892,0.437737,-5.30557,2.34444
0.405435,372.09,5.61832e-005,-2.71448,0.395778,-5.49666,2.4781
0.405435,372.09,5.63359e-005,-2.78933,0.352547,-5.6632,2.59895
0.405435,372.09,5.64885e-005,-2.85317,0.308237,-5.80466,2.70659
0.405435,372.09,5.66412e-005,-2.90575,0.263042,-5.92058,2.80071
0.405435,372.09,5.67939e-005,-2.94686,0.217159,-6.01062,2.88103
0.405435,372.09,5.69466e-005,-2.97634,0.170789,-6.07453,2.94734
0.405435,372.09,5.70992e-005,-2.99408,0.124131,-6.11221,2.99949
0.405435,372.09,5.72519e-005,-3,0.0773855,-6.12362,3.03739
0.405435,372.09,5.74046e-005,-2.99408,0.030753,-6.10886,3.06102
0.405435,372.09,5.75573e-005,-2.97634,-0.0155685,-6.06812,3.07041
0.405435,372.09,5.77099e-005,-2.94686,-0.061383,-6.0017,3.06566
0.405435,372.09,5.78626e-005,-2.90575,-0.106498,-5.91002,3.04691
0.405435,372.09,5.80153e-005,-2.85317,-0.150723,-5.79358,3.01439
0.405435,372.09,5.81679e-005,-2.78933,-0.193876,-5.653,2.96837
0.405435,372.09,5.83206e-005,-2.71448,-0.235777,-5.48898,2.90917
0.405435,372.09,5.84733e-005,-2.62892,-0.276252,-5.30232,2.83718
0.405435,372.09,5.8626e-005,-2.53298,-0.315137,-5.09391,2.75283
0.405435,372.09,5.87786e-005,-2.42705,-0.352273,-4.86474,2.6566
0.405435,372.09,5.89313e-005,-2.31154,-0.387508,-4.61587,2.54904
0.405435,372.09,5.9084e-005,-2.18691,-0.420702,-4.34844,2.43072
0.405435,372.09,5.92366e-005,-2.05364,-0.451723,-4.06365,2.30226
0.405435,372.09,5.93893e-005,-1.91227,-0.480446,-3.76281,2.16433
0.405435,372.09,5.9542e-005,-1.76336,-0.506761,-3.44724,2.01762
0.405435,372.09,5.96947e-005,-1.60748,-0.530565,-3.11834,1.86289
0.405435,372.09,5.98473e-005,-1.44526,-0.551768,-2.77758,1.70088
0.405435,372.09,6e-005,-1.27734,-0.570291,-2.42645,1.53241
0.405435,372.09,6.01527e-005,-1.10437,-0.586066,-2.06649,1.35827
0.405435,372.09,6.03053e-005,-0.927051,-0.599037,-1.69926,1.17932
0.405435,372.09,6.0458e-005,-0.74607,-0.609162,-1.32635,0.996407
0.405435,372.09,6.06107e-005,-0.562144,-0.616409,-0.949389,0.810403
0.405435,372.09,6.07634e-005,-0.376,-0.62076,-0.569994,0.622187
0.405435,372.09,6.0916e-005,-0.188372,-0.622209,-0.189798,0.432642
0.405435,372.09,6.10687e-005,-2.93906e-015,-0.620762,0.189567,0.242654
0.405435,372.09,6.12214e-005,0.188372,-0.616438,0.566479,0.0531087
0.405435,372.09,6.1374e-005,0.376,-0.609267,0.939329,-0.135117
0.405435,372.09,6.15267e-005,0.562144,-0.599294,1.30653,-0.321152
0.405435,372.09,6.16794e-005,0.74607,-0.586572,1.66652,-0.504143
0.405435,372.09,6.18321e-005,0.927051,-0.571169,2.01777,-0.683249
0.405435,372.09,6.19847e-005,1.10437,-0.553163,2.35879,-0.857652
0.405435,372.09,6.21374e-005,1.27734,-0.532643,2.68815,-1.02656
0.405435,372.09,6.22901e-005,1.44526,-0.509708,3.00446,-1.1892
0.405435,372.09,6.24427e-005,1.60748,-0.484469,3.30638,-1.34483
0.405435,372.09,6.25954e-005,1.76336,-0.457044,3.59266,-1.49276
0.405435,372.09,6.27481e-005,1.91227,-0.427562,3.86208,-1.63232
0.405435,372.09,6.29008e-005,2.05364,-0.396161,4.11352,-1.76287
0.405435,372.09,6.30534e-005,2.18691,-0.362986,4.34594,-1.88384
0.405435,372.09,6.32061e-005,2.31154,-0.32819,4.55836,-1.99467
0.405435,372.09,6.33588e-005,2.42705,-0.291931,4.74991,-2.09488
0.405435,372.09,6.35115e-005,2.53298,-0.254375,4.9198,-2.18402
0.405435,372.09,6.36641e-005,2.62892,-0.215693,5.06732,-2.26169
0.405435,372.09,6.38168e-005,2.71448,-0.176061,5.19187,-2.32755
0.405435,372.09,6.39695e-005,2.78933,-0.135657,5.29294,-2.38131
0.405435,372.09,6.41221e-005,2.85317,-0.0946632,5.37014,-2.42273
0.405435,372.09,6.42748e-005,2.90575,-0.0532652,5.42315,-2.45164
0.405435,372.09,6.44275e-005,2.94686,-0.0116486,5.45177,-2.4679
0.405435,372.09,6.45802e-005,2.97634,0.0299994,5.4559,-2.47146
0.405435,372.09,6.47328e-005,2.99408,0.0714921,5.43554,-2.4623
0.405435,372.09,6.48855e-005,3,0.112643,5.39081,-2.44047
0.405435,372.09,6.50382e-005,2.99408,0.153269,5.32191,-2.40608
0.405435,372.09,6.51908e-005,2.97634,0.193186,5.22915,-2.35928
0.405435,372.09,6.53435e-005,2.94686,0.232216,5.11295,-2.30029
0.405435,372.09,6.54962e-005,2.90575,0.270184,4.97382,-2.22938
0.405435,372.09,6.56489e-005,2.85317,0.30692,4.81237,-2.14688
0.405435,372.09,6.58015e-005,2.78933,0.342258,4.62929,-2.05317
0.405435,372.09,6.59542e-005,2.71448,0.376039,4.42539,-1.94866
0.405435,372.09,6.61069e-005,2.62892,0.408112,4.20154,-1.83384
0.405435,372.09,6.62595e-005,2.53298,0.438331,3.95871,-1.70923
0.405435,372.09,6.64122e-005,2.42705,0.46656,3.69794,-1.57538
0.405435,372.09,6.65649e-005,2.31154,0.49267,3.42036,-1.43292
0.405435,372.09,6.67176e-005,2.18691,0.516541,3.12716,-1.28249
0.405435,372.09,6.68702e-005,2.05364,0.538065,2.81959,-1.12477
0.405435,372.09,6.70229e-005,1.91227,0.557141,2.49897,-0.960472
0.405435,372.09,6.71756e-005,1.76336,0.57368,2.16669,-0.790353
0.405435,372.09,6.73282e-005,1.60748,0.587605,1.82415,-0.615183
0.405435,372.09,6.74809e-005,1.44526,0.598848,1.47284,-0.435762
0.405435,372.09,6.76336e-005,1.27734,0.607354,1.11425,-0.252907
0.405435,372.09,6.77863e-005,1.10437,0.613079,0.749927,-0.0674558
0.405435,372.09,6.79389e-005,0.927051,0.61599,0.381428,0.119744
0.405435,372.09,6.80916e-005,0.74607,0.616069,0.0103356,0.307832
0.405435,372.09,6.82443e-005,0.562144,0.613308,-0.361758,0.495945
0.405435,372.09,6.83969e-005,0.376,0.60771,-0.733253,0.683215
0.405435,372.09,6.85496e-005,0.188372,0.599294,-1.10255,0.868775
0.405435,372.09,6.87023e-005,1.39646e-014,0.588087,-1.46807,1.05177
0.405435,372.09,6.8855e-005,-0.188372,0.574131,-1.82822,1.23133
0.405435,372.09,6.90076e-005,-0.376,0.557479,-2.18147,1.40664
0.405435,372.09,6.91603e-005,-0.562144,0.538194,-2.52626,1.57686
0.405435,372.09,6.9313e-005,-0.74607,0.516354,-2.86113,1.7412
0.405435,372.09,6.94656e-005,-0.927051,0.492044,-3.1846,1.89886
0.405435,372.09,6.96183e-005,-1.10437,0.465362,-3.49528,2.04911
0.405435,372.09,6.9771e-005,-1.27734,0.436417,-3.79181,2.1912
0.405435,372.09,6.99237e-005,-1.44526,0.405327,-4.07288,2.32446
0.405435,372.09,7.00763e-005,-1.60748,0.372218,-4.33727,2.44822
0.405435,372.09,7.0229e-005,-1.76336,0.337227,-4.5838,2.56188
0.405435,372.09,7.03817e-005,-1.91227,0.300499,-4.81138,2.66485
0.405435,372.09,7.05344e-005,-2.05364,0.262186,-5.01899,2.7566
0.405435,372.09,7.0687e-005,-2.18691,0.222448,-5.20569,2.83666
0.405435,372.09,7.08397e-005,-2.31154,0.18145,-5.37065,2.90458
0.405435,372.09,7.09924e-005,-2.42705,0.139366,-5.51308,2.95999
0.405435,372.09,7.1145e-005,-2.53298,0.0963709,-5.63234,3.00254
0.405435,372.09,7.12977e-005,-2.62892,0.052647,-5.72783,3.03197
0.405435,372.09,7.14504e-005,-2.71448,0.00837914,-5.7991,3.04804
0.405435,372.09,7.16031e-005,-2.78933,-0.0362449,-5.84575,3.0506
0.405435,372.09,7.17557e-005,-2.85317,-0.0810352,-5.86753,3.03953
0.405435,372.09,7.19084e-005,-2.90575,-0.1258,-5.86425,3.01479
0.405435,372.09,7.20611e-005,-2.94686,-0.170349,-5.83585,2.97638
0.405435,372.09,7.22137e-005,-2.97634,-0.214489,-5.78237,2.92436
0.405435,372.09,7.23664e-005,-2.99408,-0.258031,-5.70395,2.85887
0.405435,372.09,7.25191e-005,-3,-0.300785,-5.60084,2.78008
0.405435,372.09,7.26718e-005,-2.99408,-0.342567,-5.47338,2.68824
0.405435,372.09,7.28244e-005,-2.97634,-0.383193,-5.32202,2.58364
0.405435,372.09,7.29771e-005,-2.94686,-0.422485,-5.14731,2.46663
0.405435,372.09,7.31298e-005,-2.90575,-0.460271,-4.9499,2.33763
0.405435,372.09,7.32824e-005,-2.85317,-0.496382,-4.73053,2.19709
0.405435,372.09,7.34351e-005,-2.78933,-0.530657,-4.49004,2.04552
0.405435,372.09,7.35878e-005,-2.71448,-0.562942,-4.22935,1.88349
0.405435,372.09,7.37405e-005,-2.62892,-0.59309,-3.94947,1.7116
0.405435,372.09,7.38931e-005,-2.53298,-0.620964,-3.65149,1.5305
0.405435,372.09,7.40458e-005,-2.42705,-0.646435,-3.33659,1.3409
0.405435,372.09,7.41985e-005,-2.31154,-0.669381,-3.006,1.14351
0.405435,372.09,7.43511e-005,-2.18691,-0.689694,-2.66104,0.939119
0.405435,372.09,7.45038e-005,-2.05364,-0.707275,-2.30307,0.728526
0.405435,372.09,7.46565e-005,-1.91227,-0.722035,-1.93352,0.512564
0.405435,372.09,7.48092e-005,-1.76336,-0.733897,-1.55388,0.292095
0.405435,372.09,7.49618e-005,-1.60748,-0.742795,-1.16568,0.0680047
0.405435,372.09,7.51145e-005,-1.44526,-0.748676,-0.770471,-0.158803
0.405435,372.09,7.52672e-005,-1.27734,-0.7515,-0.369859,-0.387406
0.405435,372.09,7.54198e-005,-1.10437,-0.751236,0.0345323,-0.616872
0.405435,372.09,7.55725e-005,-0.927051,-0.747869,0.441057,-0.846257
0.405435,372.09,7.57252e-005,-0.74607,-0.741395,0.848056,-1.07461
0.405435,372.09,7.58779e-005,-0.562144,-0.731824,1.25387,-1.30099
0.405435,372.09,7.60305e-005,-0.376,-0.719177,1.65682,-1.52445
0.405435,372.09,7.61832e-005,-0.188372,-0.703488,2.05526,-1.74405
0.405435,372.09,7.63359e-005,-1.4332e-014,-0.684804,2.44754,-1.95885
0.405435,372.09,7.64885e-005,0.188372,-0.663186,2.83203,-2.16795
0.405435,372.09,7.66412e-005,0.376,-0.638704,3.20714,-2.37045
0.405435,372.09,7.67939e-005,0.562144,-0.611442,3.5713,-2.56548
0.405435,372.09,7.69466e-005,0.74607,-0.581495,3.92299,-2.75218
0.405435,372.09,7.70992e-005,0.927051,-0.548971,4.26072,-2.92973
0.405435,372.09,7.72519e-005,1.10437,-0.513985,4.58308,-3.09736
0.405435,372.09,7.74046e-005,1.27734,-0.476667,4.88868,-3.2543
0.405435,372.09,7.75573e-005,1.44526,-0.437154,5.17623,-3.39985
0.405435,372.09,7.77099e-005,1.60748,-0.395593,5.44448,-3.53333
0.405435,372.09,7.78626e-005,1.76336,-0.352141,5.69228,-3.65412
0.405435,372.09,7.80153e-005,1.91227,-0.306961,5.91853,-3.76164
0.405435,372.09,7.81679e-005,2.05364,-0.260226,6.12225,-3.85537
0.405435,372.09,7.83206e-005,2.18691,-0.212115,6.3025,-3.93483
0.405435,372.09,7.84733e-005,2.31154,-0.162814,6.45849,-3.9996
0.405435,372.09,7.8626e-005,2.42705,-0.112513,6.58946,-4.04931
0.405435,372.09,7.87786e-005,2.53298,-0.0614074,6.69481,-4.08367
0.405435,372.09,7.89313e-005,2.62892,-0.00969747,6.774,-4.10242
0.405435,372.09,7.9084e-005,2.71448,0.042414,6.8266,-4.10538
0.405435,372.09,7.92366e-005,2.78933,0.0947216,6.8523,-4.09243
0.405435,372.09,7.93893e-005,2.85317,0.147018,6.85088,-4.06351
0.405435,372.09,7.9542e-005,2.90575,0.199096,6.82224,-4.01862
0.405435,372.09,7.96947e-005,2.94686,0.250748,6.76638,-3.95782
0.405435,372.09,7.98473e-005,2.97634,0.301767,6.68342,-3.88126
0.405435,372.09,8e-005,2.99408,0.351947,6.57357,-3.78912
0.405435,372.09,8.01527e-005,3,0.401085,6.43717,-3.68165
0.405435,372.09,8.03053e-005,2.99408,0.448983,6.27465,-3.55918
0.405435,372.09,8.0458e-005,2.97634,0.495446,6.08654,-3.42209
0.405435,372.09,8.06107e-005,2.94686,0.540281,5.8735,-3.27081
0.405435,372.09,8.07634e-005,2.90575,0.583306,5.63627,-3.10584
0.405435,372.09,8.0916e-005,2.85317,0.624342,5.3757,-2.92773
0.405435,372.09,8.10687e-005,2.78933,0.663218,5.09271,-2.73709
0.405435,372.09,8.12214e-005,2.71448,0.69977,4.78835,-2.53458
0.405435,372.09,8.1374e-005,2.62892,0.733845,4.46373,-2.32091
0.405435,372.09,8.15267e-005,2.53298,0.765295,4.12005,-2.09683
0.405435,372.09,8.16794e-005,2.42705,0.793987,3.75859,-1.86316
0.405435,372.09,8.18321e-005,2.31154,0.819794,3.38071,-1.62072
0.405435,372.09,8.19847e-005,2.18691,0.842602,2.98783,-1.3704
0.405435,372.09,8.21374e-005,2.05364,0.862307,2.58144,-1.11312
0.405435,372.09,8.22901e-005,1.91227,0.878819,2.16308,-0.849815
0.405435,372.09,8.24427e-005,1.76336,0.892059,1.73435,-0.581473
0.405435,372.09,8.25954e-005,1.60748,0.901959,1.2969,-0.309089
0.405435,372.09,8.27481e-005,1.44526,0.908465,0.852392,-0.033682
0.405435,372.09,8.29008e-005,1.27734,0.911538,0.402554,0.243712
0.405435,372.09,8.30534e-005,1.10437,0.91115,-0.0508767,0.522044
0.405435,372.09,8.32061e-005,0.927051,0.907286,-0.506143,0.800258
0.405435,372.09,8.33588e-005,0.74607,0.899947,-0.961475,1.07729
0.405435,372.09,8.35115e-005,0.562144,0.889145,-1.41509,1.35208
0.405435,372.09,8.36641e-005,0.376,0.874906,-1.86523,1.62358
0.405435,372.09,8.38168e-005,0.188372,0.857272,-2.31011,1.89073
0.405435,372.09,8.39695e-005,1.46993e-014,0.836295,-2.748,2.15249
0.405435,372.09,8.41221e-005,-0.188372,0.812041,-3.17715,2.40785
0.405435,372.09,8.42748e-005,-0.376,0.784592,-3.59589,2.6558
0.405435,372.09,8.44275e-005,-0.562144,0.754038,-4.00253,2.89537
0.405435,372.09,8.45802e-005,-0.74607,0.720485,-4.39548,3.12561
0.405435,372.09,8.47328e-005,-0.927051,0.684049,-4.77314,3.3456
0.405435,372.09,8.48855e-005,-1.10437,0.644858,-5.13403,3.55447
0.405435,372.09,8.50382e-005,-1.27734,0.603051,-5.47667,3.75138
0.405435,372.09,8.51908e-005,-1.44526,0.558779,-5.79969,3.93551
0.405435,372.09,8.53435e-005,-1.60748,0.5122,-6.10177,4.10613
0.405435,372.09,8.54962e-005,-1.76336,0.463485,-6.38169,4.26253
0.405435,372.09,8.56489e-005,-1.91227,0.412811,-6.63829,4.40405
0.405435,372.09,8.58015e-005,-2.05364,0.360365,-6.87051,4.5301
0.405435,372.09,8.59542e-005,-2.18691,0.306339,-7.07737,4.64014
0.405435,372.09,8.61069e-005,-2.31154,0.250934,-7.25802,4.73368
0.405435,372.09,8.62595e-005,-2.42705,0.194357,-7.41166,4.8103
0.405435,372.09,8.64122e-005,-2.53298,0.136817,-7.53764,4.86964
0.405435,372.09,8.65649e-005,-2.62892,0.078532,-7.63538,4.91142
0.405435,372.09,8.67176e-005,-2.71448,0.0197195,-7.70443,4.9354
0.405435,372.09,8.68702e-005,-2.78933,-0.0393984,-7.74445,4.94142
0.405435,372.09,8.70229e-005,-2.85317,-0.0985983,-7.75519,4.92939
0.405435,372.09,8.71756e-005,-2.90575,-0.157656,-7.73654,4.89928
0.405435,372.09,8.73282e-005,-2.94686,-0.216347,-7.68849,4.85114
0.405435,372.09,8.74809e-005,-2.97634,-0.274447,-7.61114,4.78508
0.405435,372.09,8.76336e-005,-2.99408,-0.331735,-7.50472,4.70128
0.405435,372.09,8.77863e-005,-3,-0.387991,-7.36955,4.59999
0.405435,372.09,8.79389e-005,-2.99408,-0.442999,-7.20608,4.48152
0.405435,372.09,8.80916e-005,-2.97634,-0.496548,-7.01486,4.34625
0.405435,372.09,8.82443e-005,-2.94686,-0.54843,-6.79657,4.19463
0.405435,372.09,8.83969e-005,-2.90575,-0.598445,-6.55195,4.02718
0.405435,372.09,8.85496e-005,-2.85317,-0.646398,-6.2819,3.84444
0.405435,372.09,8.87023e-005,-2.78933,-0.692103,-5.98738,3.64707
0.405435,372.09,8.8855e-005,-2.71448,-0.735382,-5.66945,3.43574
0.405435,372.09,8.90076e-005,-2.62892,-0.776063,-5.32928,3.2112
0.405435,372.09,8.91603e-005,-2.53298,-0.813988,-4.96812,2.97423
0.405435,372.09,8.9313e-005,-2.42705,-0.849005,-4.58729,2.72569
0.405435,372.09,8.94656e-005,-2.31154,-0.880976,-4.18822,2.46645
0.405435,372.09,8.96183e-005,-2.18691,-0.909773,-3.77238,2.19745
0.405435,372.09,8.9771e-005,-2.05364,-0.935279,-3.34131,1.91965
0.405435,372.09,8.99237e-005,-1.91227,-0.957391,-2.89665,1.63407
0.405435,372.09,9.00763e-005,-1.76336,-0.976017,-2.44004,1.34174
0.405435,372.09,9.0229e-005,-1.60748,-0.99108,-1.9732,1.04372
0.405435,372.09,9.03817e-005,-1.44526,-1.00251,-1.4979,0.741098
0.405435,372.09,9.05344e-005,-1.27734,-1.01027,-1.01592,0.434987
0.405435,372.09,9.0687e-005,-1.10437,-1.01431,-0.529091,0.126508
0.405435,372.09,9.08397e-005,-0.927051,-1.01461,-0.0392502,-0.183205
0.405435,372.09,9.09924e-005,-0.74607,-1.01116,0.451743,-0.493009
0.405435,372.09,9.1145e-005,-0.562144,-1.00397,0.942025,-0.80176
0.405435,372.09,9.12977e-005,-0.376,-0.993055,1.42973,-1.10832
0.405435,372.09,9.14504e-005,-0.188372,-0.978452,1.913,-1.41154
0.405435,372.09,9.16031e-005,-4.40858e-015,-0.960207,2.38999,-1.7103
0.405435,372.09,0.000839847,0.188372,-0.838686,1.90793,-1.12684
0.405435,372.09,0.00084,0.376,-0.820812,2.34152,-1.38293
0.405435,372.09,0.000840153,0.562144,-0.799698,2.76588,-1.63356
0.405435,372.09,0.000840305,0.74607,-0.775429,3.17932,-1.87774
0.405435,372.09,0.000840458,0.927051,-0.748099,3.58022,-2.11451
0.405435,372.09,0.000840611,1.10437,-0.717816,3.96698,-2.34294
0.405435,372.09,0.000840763,1.27734,-0.684701,4.33809,-2.56212
0.405435,372.09,0.000840916,1.44526,-0.648884,4.69208,-2.77119
0.405435,372.09,0.000841069,1.60748,-0.610506,5.02755,-2.96932
0.405435,372.09,0.000841221,1.76336,-0.569718,5.34318,-3.15573
0.405435,372.09,0.000841374,1.91227,-0.526682,5.63772,-3.32969
0.405435,372.09,0.000841527,2.05364,-0.481567,5.91002,-3.49051
0.405435,372.09,0.000841679,2.18691,-0.434552,6.15898,-3.63756
0.405435,372.09,0.000841832,2.31154,-0.385822,6.38365,-3.77024
0.405435,372.09,0.000841985,2.42705,-0.335569,6.58312,-3.88805
0.405435,372.09,0.000842137,2.53298,-0.283992,6.7566,-3.99051
0.405435,372.09,0.00084229,2.62892,-0.231294,6.90343,-4.07723
0.405435,372.09,0.000842443,2.71448,-0.177683,7.02301,-4.14785
0.405435,372.09,0.000842595,2.78933,-0.123371,7.11487,-4.20211
0.405435,372.09,0.000842748,2.85317,-0.0685725,7.17865,-4.23978
0.405435,372.09,0.000842901,2.90575,-0.0135031,7.2141,-4.26072
0.405435,372.09,0.000843053,2.94686,0.0416197,7.22108,-4.26484
0.405435,372.09,0.000843206,2.97634,0.0965782,7.19956,-4.25213
0.405435,372.09,0.000843359,2.99408,0.151156,7.14963,-4.22264
0.405435,372.09,0.000843511,3,0.205136,7.07149,-4.17649
0.405435,372.09,0.000843664,2.99408,0.258308,6.96543,-4.11385
0.405435,372.09,0.000843817,2.97634,0.310459,6.83189,-4.03498
0.405435,372.09,0.000843969,2.94686,0.361386,6.67138,-3.94018
0.405435,372.09,0.000844122,2.90575,0.410886,6.48455,-3.82983
0.405435,372.09,0.000844275,2.85317,0.458765,6.27212,-3.70437
0.405435,372.09,0.000844427,2.78933,0.504833,6.03494,-3.56429
0.405435,372.09,0.00084458,2.71448,0.548909,5.77394,-3.41014
0.405435,372.09,0.000844733,2.62892,0.590819,5.49016,-3.24254
0.405435,372.09,0.000844885,2.53298,0.630397,5.1847,-3.06214
0.405435,372.09,0.000845038,2.42705,0.667487,4.85879,-2.86965
0.405435,372.09,0.000845191,2.31154,0.701942,4.5137,-2.66584
0.405435,372.09,0.000845344,2.18691,0.733628,4.1508,-2.4515
0.405435,372.09,0.000845496,2.05364,0.762418,3.77152,-2.22749
0.405435,372.09,0.000845649,1.91227,0.788199,3.37735,-1.99469
0.405435,372.09,0.000845802,1.76336,0.81087,2.96985,-1.75402
0.405435,372.09,0.000845954,1.60748,0.830341,2.55063,-1.50643
0.405435,372.09,0.000846107,1.44526,0.846534,2.12135,-1.25289
0.405435,372.09,0.00084626,1.27734,0.859387,1.68369,-0.994406
0.405435,372.09,0.000846412,1.10437,0.868848,1.23939,-0.731998
0.405435,372.09,0.000846565,0.927051,0.87488,0.790201,-0.466701
0.405435,372.09,0.000846718,0.74607,0.877459,0.337891,-0.199562
0.405435,372.09,0.00084687,0.562144,0.876575,-0.115753,0.0683641
0.405435,372.09,0.000847023,0.376,0.872232,-0.56894,0.336021
0.405435,372.09,0.000847176,0.188372,0.864447,-1.01988,0.602351
0.405435,372.09,0.000847328,1.79335e-013,0.85325,-1.4668,0.866305
0.405435,372.09,0.000847481,-0.188372,0.838686,-1.90793,1.12684
0.405435,372.09,0.000847634,-0.376,0.820812,-2.34152,1.38293
0.405435,372.09,0.000847786,-0.562144,0.799698,-2.76588,1.63356
0.405435,372.09,0.000847939,-0.74607,0.775428,-3.17932,1.87774
0.405435,372.09,0.000848092,-0.927051,0.748098,-3.58022,2.11451
0.405435,372.09,0.000848244,-1.10437,0.717816,-3.96698,2.34294
0.405435,372.09,0.000848397,-1.27734,0.684701,-4.33809,2.56212
0.405435,372.09,0.00084855,-1.44526,0.648884,-4.69208,2.77119
0.405435,372.09,0.000848702,-1.60748,0.610505,-5.02755,2.96932
0.405435,372.09,0.000848855,-1.76336,0.569718,-5.34318,3.15573
0.405435,372.09,0.000849008,-1.91227,0.526682,-5.63772,3.32969
0.405435,372.09,0.00084916,-2.05364,0.481567,-5.91002,3.49051
0.405435,372.09,0.000849313,-2.18691,0.434552,-6.15898,3.63755
0.405435,372.09,0.000849466,-2.31154,0.385822,-6.38365,3.77024
0.405435,372.09,0.000849618,-2.42705,0.335569,-6.58311,3.88805
0.405435,372.09,0.000849771,-2.53298,0.283992,-6.7566,3.99051
0.405435,372.09,0.000849924,-2.62892,0.231294,-6.90343,4.07723
0.405435,372.09,0.000850076,-2.71448,0.177683,-7.023,4.14785
0.405435,372.09,0.000850229,-2.78933,0.123371,-7.11487,4.20211
0.405435,372.09,0.000850382,-2.85317,0.0685724,-7.17865,4.23978
0.405435,372.09,0.000850534,-2.90575,0.0135029,-7.2141,4.26072
0.405435,372.09,0.000850687,-2.94686,-0.0416199,-7.22108,4.26484
0.405435,372.09,0.00085084,-2.97634,-0.0965784,-7.19956,4.25213
0.405435,372.09,0.000850992,-2.99408,-0.151156,-7.14963,4.22264
0.405435,372.09,0.000851145,-3,-0.205137,-7.07149,4.17649
0.405435,372.09,0.000851298,-2.99408,-0.258308,-6.96543,4.11385
0.405435,372.09,0.00085145,-2.97634,-0.31046,-6.83189,4.03498
0.405435,372.09,0.000851603,-2.94686,-0.361386,-6.67138,3.94018
0.405435,372.09,0.000851756,-2.90575,-0.410886,-6.48454,3.82983
0.405435,372.09,0.000851908,-2.85317,-0.458765,-6.27212,3.70437
0.405435,372.09,0.000852061,-2.78933,-0.504833,-6.03494,3.56429
0.405435,372.09,0.000852214,-2.71448,-0.548909,-5.77394,3.41014
0.405435,372.09,0.000852366,-2.62892,-0.590819,-5.49015,3.24254
0.405435,372.09,0.000852519,-2.53298,-0.630397,-5.1847,3.06213
0.405435,372.09,0.000852672,-2.42705,-0.667487,-4.85879,2.86965
0.405435,372.09,0.000852824,-2.31154,-0.701942,-4.5137,2.66583
0.405435,372.09,0.000852977,-2.18691,-0.733628,-4.1508,2.4515
0.405435,372.09,0.00085313,-2.05364,-0.762418,-3.77151,2.22749
0.405435,372.09,0.000853282,-1.91227,-0.788199,-3.37735,1.99469
0.405435,372.09,0.000853435,-1.76336,-0.81087,-2.96985,1.75402
0.405435,372.09,0.000853588,-1.60748,-0.83034,-2.55063,1.50643
0.405435,372.09,0.00085374,-1.44526,-0.846534,-2.12135,1.25289
0.405435,372.09,0.000853893,-1.27734,-0.859387,-1.68369,0.994405
0.405435,372.09,0.000854046,-1.10437,-0.868848,-1.23939,0.731997
0.405435,372.09,0.000854198,-0.927051,-0.87488,-0.7902,0.4667
0.405435,372.09,0.000854351,-0.74607,-0.877459,-0.33789,0.199561
0.405435,372.09,0.000854504,-0.562144,-0.876575,0.115754,-0.0683655
0.405435,372.09,0.000854656,-0.376,-0.872232,0.568941,-0.336022
0.405435,372.09,0.000854809,-0.188372,-0.864447,1.01988,-0.602353
0.405435,372.09,0.000854962,-2.11677e-013,-0.85325,1.4668,-0.866306
0.405435,372.09,0.000855115,0.188372,-0.838686,1.90793,-1.12684
0.405435,372.09,0.000855267,0.376,-0.820811,2.34153,-1.38293
0.405435,372.09,0.00085542,0.562144,-0.799698,2.76588,-1.63356
0.405435,372.09,0.000855573,0.74607,-0.775428,3.17932,-1.87774
0.405435,372.09,0.000855725,0.927051,-0.748098,3.58022,-2.11451
0.405435,372.09,0.000855878,1.10437,-0.717816,3.96698,-2.34294
0.405435,372.09,0.000856031,1.27734,-0.684701,4.33809,-2.56212
0.405435,372.09,0.000856183,1.44526,-0.648883,4.69208,-2.77119
0.405435,372.09,0.000856336,1.60748,-0.610505,5.02755,-2.96932
0.405435,372.09,0.000856489,1.76336,-0.569717,5.34318,-3.15573
0.405435,372.09,0.000856641,1.91227,-0.526681,5.63772,-3.32969
0.405435,372.09,0.000856794,2.05364,-0.481567,5.91002,-3.49051
0.405435,372.09,0.000856947,2.18691,-0.434552,6.15898,-3.63756
0.405435,372.09,0.000857099,2.31154,-0.385821,6.38365,-3.77024
